Country Name,Region,Income Group,Year,CO2
Comoros,Sub-Saharan Africa,Lower middle income,1994,69.673
Cabo Verde,Sub-Saharan Africa,Lower middle income,1994,113.677
Costa Rica,Latin America & Caribbean,Upper middle income,1994,5269.479
Cuba,Latin America & Caribbean,Upper middle income,1994,32247.598
Curaçao,Latin America & Caribbean,High income,1994,
Cayman Islands,Latin America & Caribbean,High income,1994,363.033
Cyprus,Europe & Central Asia,High income,1994,5643.513
Czech Republic,Europe & Central Asia,High income,1994,125734.096
Germany,Europe & Central Asia,High income,1994,865558.68
Djibouti,Middle East & North Africa,Lower middle income,1994,304.361
Dominica,Latin America & Caribbean,Upper middle income,1994,66.006
Denmark,Europe & Central Asia,High income,1994,61000.545
Dominican Republic,Latin America & Caribbean,Upper middle income,1994,12475.134
Algeria,Middle East & North Africa,Upper middle income,1994,86416.522
Ecuador,Latin America & Caribbean,Upper middle income,1994,13652.241
"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,1994,85312.755
Eritrea,Sub-Saharan Africa,Low income,1994,865.412
Spain,Europe & Central Asia,High income,1994,233404.55
Estonia,Europe & Central Asia,High income,1994,19042.731
Ethiopia,Sub-Saharan Africa,Low income,1994,2240.537
Finland,Europe & Central Asia,High income,1994,57223.535
Fiji,East Asia & Pacific,Upper middle income,1994,748.068
France,Europe & Central Asia,High income,1994,338119.402
Faroe Islands,Europe & Central Asia,High income,1994,575.719
"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,1994,102.676
Gabon,Sub-Saharan Africa,Upper middle income,1994,4389.399
United Kingdom,Europe & Central Asia,High income,1994,546738.699
Georgia,Europe & Central Asia,Upper middle income,1994,6083.553
Ghana,Sub-Saharan Africa,Lower middle income,1994,4954.117
Gibraltar,Europe & Central Asia,High income,1994,282.359
Guinea,Sub-Saharan Africa,Low income,1994,1250.447
"Gambia, The",Sub-Saharan Africa,Low income,1994,187.017
Guinea-Bissau,Sub-Saharan Africa,Low income,1994,183.35
Equatorial Guinea,Sub-Saharan Africa,Upper middle income,1994,33.003
Greece,Europe & Central Asia,High income,1994,77909.082
Grenada,Latin America & Caribbean,Upper middle income,1994,143.013
Greenland,Europe & Central Asia,High income,1994,502.379
Guatemala,Latin America & Caribbean,Upper middle income,1994,6838.955
Guam,East Asia & Pacific,High income,1994,
Guyana,Latin America & Caribbean,Upper middle income,1994,1386.126
"Hong Kong SAR, China",East Asia & Pacific,High income,1994,31283.177
Honduras,Latin America & Caribbean,Lower middle income,1994,3336.97
Croatia,Europe & Central Asia,High income,1994,16490.499
Haiti,Latin America & Caribbean,Low income,1994,300.694
Hungary,Europe & Central Asia,High income,1994,58884.686
Indonesia,East Asia & Pacific,Lower middle income,1994,221413.46
Isle of Man,Europe & Central Asia,High income,1994,
India,South Asia,Lower middle income,1994,764730.848
Ireland,Europe & Central Asia,High income,1994,32672.97
"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,1994,265230.443
Iraq,Middle East & North Africa,Upper middle income,1994,71334.151
Iceland,Europe & Central Asia,High income,1994,2009.516
Israel,Middle East & North Africa,High income,1994,48400.733
Italy,Europe & Central Asia,High income,1994,407378.031
Jamaica,Latin America & Caribbean,Upper middle income,1994,8195.745
Jordan,Middle East & North Africa,Upper middle income,1994,13633.906
Japan,East Asia & Pacific,High income,1994,1173315.322
Kazakhstan,Europe & Central Asia,Upper middle income,1994,199983.512
Kenya,Sub-Saharan Africa,Lower middle income,1994,6556.596
Kyrgyz Republic,Europe & Central Asia,Lower middle income,1994,6226.566
Cambodia,East Asia & Pacific,Lower middle income,1994,1477.801
Kiribati,East Asia & Pacific,Lower middle income,1994,29.336
St. Kitts and Nevis,Latin America & Caribbean,High income,1994,121.011
"Korea, Rep.",East Asia & Pacific,High income,1994,344037.94
Kuwait,Middle East & North Africa,High income,1994,38906.87
Lao PDR,East Asia & Pacific,Lower middle income,1994,275.025
Lebanon,Middle East & North Africa,Upper middle income,1994,12702.488
Liberia,Sub-Saharan Africa,Low income,1994,311.695
Libya,Middle East & North Africa,Upper middle income,1994,44132.345
St. Lucia,Latin America & Caribbean,Upper middle income,1994,260.357
Liechtenstein,Europe & Central Asia,High income,1994,
Sri Lanka,South Asia,Upper middle income,1994,5526.169
Lesotho,Sub-Saharan Africa,Lower middle income,1994,1675.819
Lithuania,Europe & Central Asia,High income,1994,17359.578
Luxembourg,Europe & Central Asia,High income,1994,10190.593
Latvia,Europe & Central Asia,High income,1994,10912.992
"Macao SAR, China",East Asia & Pacific,High income,1994,1272.449
St. Martin (French part),Latin America & Caribbean,High income,1994,
Morocco,Middle East & North Africa,Lower middle income,1994,29640.361
Monaco,Europe & Central Asia,High income,1994,
Moldova,Europe & Central Asia,Lower middle income,1994,12090.099
Madagascar,Sub-Saharan Africa,Low income,1994,1268.782
Maldives,South Asia,Upper middle income,1994,198.018
Mexico,Latin America & Caribbean,Upper middle income,1994,352780.068
Marshall Islands,East Asia & Pacific,Upper middle income,1994,66.006
North Macedonia,Europe & Central Asia,Upper middle income,1994,10469.285
Mali,Sub-Saharan Africa,Low income,1994,462.042
Malta,Middle East & North Africa,High income,1994,2420.22
Myanmar,East Asia & Pacific,Lower middle income,1994,6244.901
Montenegro,Europe & Central Asia,Upper middle income,1994,
Mongolia,East Asia & Pacific,Lower middle income,1994,7946.389
Northern Mariana Islands,East Asia & Pacific,High income,1994,
Mozambique,Sub-Saharan Africa,Low income,1994,1063.43
Mauritania,Sub-Saharan Africa,Lower middle income,1994,1144.104
Mauritius,Sub-Saharan Africa,Upper middle income,1994,1624.481
Malawi,Sub-Saharan Africa,Low income,1994,916.75
Malaysia,East Asia & Pacific,Upper middle income,1994,94010.879
Namibia,Sub-Saharan Africa,Upper middle income,1994,1584.144
New Caledonia,East Asia & Pacific,High income,1994,1980.18
Niger,Sub-Saharan Africa,Low income,1994,773.737
Nigeria,Sub-Saharan Africa,Lower middle income,1994,35199.533
Nicaragua,Latin America & Caribbean,Lower middle income,1994,2541.231
Netherlands,Europe & Central Asia,High income,1994,165323.028
Norway,Europe & Central Asia,High income,1994,33905.082
Nepal,South Asia,Low income,1994,1697.821
Nauru,East Asia & Pacific,Upper middle income,1994,110.01
New Zealand,East Asia & Pacific,High income,1994,26681.092
Oman,Middle East & North Africa,High income,1994,15306.058
Pakistan,South Asia,Lower middle income,1994,84839.712
Panama,Latin America & Caribbean,High income,1994,4338.061
Peru,Latin America & Caribbean,Upper middle income,1994,23289.117
Philippines,East Asia & Pacific,Lower middle income,1994,54799.648
Palau,East Asia & Pacific,High income,1994,234.688
Papua New Guinea,East Asia & Pacific,Lower middle income,1994,2181.865
Poland,Europe & Central Asia,High income,1994,333972.025
Puerto Rico,Latin America & Caribbean,High income,1994,
"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,1994,
Portugal,Europe & Central Asia,High income,1994,47659.999
Paraguay,Latin America & Caribbean,Upper middle income,1994,3432.312
West Bank and Gaza,Middle East & North Africa,Lower middle income,1994,
French Polynesia,East Asia & Pacific,High income,1994,440.04
Qatar,Middle East & North Africa,High income,1994,30223.414
Romania,Europe & Central Asia,Upper middle income,1994,119140.83
Russian Federation,Europe & Central Asia,Upper middle income,1994,1698378.384
Rwanda,Sub-Saharan Africa,Low income,1994,473.043
Saudi Arabia,Middle East & North Africa,High income,1994,307961.994
Sudan,Sub-Saharan Africa,Lower middle income,1994,4147.377
Senegal,Sub-Saharan Africa,Lower middle income,1994,3901.688
Singapore,East Asia & Pacific,High income,1994,61682.607
Solomon Islands,East Asia & Pacific,Lower middle income,1994,139.346
Sierra Leone,Sub-Saharan Africa,Low income,1994,513.38
El Salvador,Latin America & Caribbean,Lower middle income,1994,4594.751
San Marino,Europe & Central Asia,High income,1994,
Somalia,Sub-Saharan Africa,Low income,1994,630.724
Serbia,Europe & Central Asia,Upper middle income,1994,
South Sudan,Sub-Saharan Africa,Low income,1994,
São Tomé and Principe,Sub-Saharan Africa,Lower middle income,1994,47.671
Suriname,Latin America & Caribbean,Upper middle income,1994,2046.186
Slovak Republic,Europe & Central Asia,High income,1994,40421.341
Slovenia,Europe & Central Asia,High income,1994,13340.546
Sweden,Europe & Central Asia,High income,1994,54894.99
Eswatini,Sub-Saharan Africa,Lower middle income,1994,484.044
Sint Maarten (Dutch part),Latin America & Caribbean,High income,1994,
Seychelles,Sub-Saharan Africa,High income,1994,201.685
Syrian Arab Republic,Middle East & North Africa,Low income,1994,46647.907
Turks and Caicos Islands,Latin America & Caribbean,High income,1994,44.004
Chad,Sub-Saharan Africa,Low income,1994,102.676
Togo,Sub-Saharan Africa,Low income,1994,832.409
Thailand,East Asia & Pacific,Upper middle income,1994,139158.983
Tajikistan,Europe & Central Asia,Low income,1994,2357.881
Turkmenistan,Europe & Central Asia,Upper middle income,1994,33534.715
Timor-Leste,East Asia & Pacific,Lower middle income,1994,
Tonga,East Asia & Pacific,Upper middle income,1994,91.675
Trinidad and Tobago,Latin America & Caribbean,High income,1994,17440.252
Tunisia,Middle East & North Africa,Lower middle income,1994,15940.449
Turkey,Europe & Central Asia,Upper middle income,1994,156848.591
Tuvalu,East Asia & Pacific,Upper middle income,1994,7.334
Tanzania,Sub-Saharan Africa,Low income,1994,2405.552
Uganda,Sub-Saharan Africa,Low income,1994,707.731
Ukraine,Europe & Central Asia,Lower middle income,1994,441767.157
Uruguay,Latin America & Caribbean,High income,1994,4066.703
United States,North America,High income,1994,5094354.081
Uzbekistan,Europe & Central Asia,Lower middle income,1994,108664.211
St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,1994,121.011
"Venezuela, RB",Latin America & Caribbean,Upper middle income,1994,129965.814
British Virgin Islands,Latin America & Caribbean,High income,1994,80.674
Virgin Islands (U.S.),Latin America & Caribbean,High income,1994,
Vietnam,East Asia & Pacific,Lower middle income,1994,26230.051
Vanuatu,East Asia & Pacific,Lower middle income,1994,62.339
Samoa,East Asia & Pacific,Upper middle income,1994,113.677
Kosovo,Europe & Central Asia,Upper middle income,1994,
"Yemen, Rep.",Middle East & North Africa,Low income,1994,9064.824
South Africa,Sub-Saharan Africa,Upper middle income,1994,339168.164
Zambia,Sub-Saharan Africa,Lower middle income,1994,2420.22
Zimbabwe,Sub-Saharan Africa,Lower middle income,1994,17795.951
Aruba,Latin America & Caribbean,High income,1995,1668.485
Afghanistan,South Asia,Low income,1995,1243.113
Angola,Sub-Saharan Africa,Lower middle income,1995,10975.331
Albania,Europe & Central Asia,Upper middle income,1995,2086.523
Andorra,Europe & Central Asia,High income,1995,425.372
United Arab Emirates,Middle East & North Africa,High income,1995,70641.088
Argentina,Latin America & Caribbean,Upper middle income,1995,127963.632
Armenia,Europe & Central Asia,Upper middle income,1995,3410.31
American Samoa,East Asia & Pacific,Upper middle income,1995,
Antigua and Barbuda,Latin America & Caribbean,High income,1995,275.025
Australia,East Asia & Pacific,High income,1995,281860.288
Austria,Europe & Central Asia,High income,1995,59783.101
Azerbaijan,Europe & Central Asia,Upper middle income,1995,33333.03
Burundi,Sub-Saharan Africa,Low income,1995,238.355
Belgium,Europe & Central Asia,High income,1995,112327.544
Benin,Sub-Saharan Africa,Low income,1995,1327.454
Burkina Faso,Sub-Saharan Africa,Low income,1995,627.057
Bangladesh,South Asia,Lower middle income,1995,22816.074
Bulgaria,Europe & Central Asia,Upper middle income,1995,58004.606
Bahrain,Middle East & North Africa,High income,1995,14818.347
"Bahamas, The",Latin America & Caribbean,High income,1995,1683.153
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1995,3428.645
Belarus,Europe & Central Asia,Upper middle income,1995,60773.191
Belize,Latin America & Caribbean,Upper middle income,1995,377.701
Bermuda,North America,High income,1995,531.715
Bolivia,Latin America & Caribbean,Lower middle income,1995,9849.562
Brazil,Latin America & Caribbean,Upper middle income,1995,258347.484
Barbados,Latin America & Caribbean,High income,1995,828.742
Brunei Darussalam,East Asia & Pacific,High income,1995,4789.102
Bhutan,South Asia,Lower middle income,1995,249.356
Botswana,Sub-Saharan Africa,Upper middle income,1995,3047.277
Central African Republic,Sub-Saharan Africa,Low income,1995,234.688
Canada,North America,High income,1995,467637.842
Switzerland,Europe & Central Asia,High income,1995,39225.899
Channel Islands,Europe & Central Asia,High income,1995,
Chile,Latin America & Caribbean,High income,1995,41745.128
China,East Asia & Pacific,Upper middle income,1995,3320285.15
Côte d'Ivoire,Sub-Saharan Africa,Lower middle income,1995,6618.935
Cameroon,Sub-Saharan Africa,Lower middle income,1995,4228.051
"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,1995,2123.193
"Congo, Rep.",Sub-Saharan Africa,Lower middle income,1995,1565.809
Colombia,Latin America & Caribbean,Upper middle income,1995,59614.419
Comoros,Sub-Saharan Africa,Lower middle income,1995,73.34
Cabo Verde,Sub-Saharan Africa,Lower middle income,1995,121.011
Costa Rica,Latin America & Caribbean,Upper middle income,1995,4866.109
Cuba,Latin America & Caribbean,Upper middle income,1995,25709.337
Curaçao,Latin America & Caribbean,High income,1995,
Cayman Islands,Latin America & Caribbean,High income,1995,363.033
Cyprus,Europe & Central Asia,High income,1995,5383.156
Czech Republic,Europe & Central Asia,High income,1995,123830.923
Germany,Europe & Central Asia,High income,1995,864110.215
Djibouti,Middle East & North Africa,Lower middle income,1995,304.361
Dominica,Latin America & Caribbean,Upper middle income,1995,80.674
Denmark,Europe & Central Asia,High income,1995,57172.197
Dominican Republic,Latin America & Caribbean,Upper middle income,1995,15885.444
Algeria,Middle East & North Africa,Upper middle income,1995,95294.329
Ecuador,Latin America & Caribbean,Upper middle income,1995,22841.743
"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,1995,95723.368
Eritrea,Sub-Saharan Africa,Low income,1995,935.085
Spain,Europe & Central Asia,High income,1995,241611.296
Estonia,Europe & Central Asia,High income,1995,17520.926
Ethiopia,Sub-Saharan Africa,Low income,1995,2563.233
Finland,Europe & Central Asia,High income,1995,52713.125
Fiji,East Asia & Pacific,Upper middle income,1995,762.736
France,Europe & Central Asia,High income,1995,349160.739
Faroe Islands,Europe & Central Asia,High income,1995,572.052
"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,1995,106.343
Gabon,Sub-Saharan Africa,Upper middle income,1995,4624.087
United Kingdom,Europe & Central Asia,High income,1995,538117.582
Georgia,Europe & Central Asia,Upper middle income,1995,2302.876
Ghana,Sub-Saharan Africa,Lower middle income,1995,5276.813
Gibraltar,Europe & Central Asia,High income,1995,275.025
Guinea,Sub-Saharan Africa,Low income,1995,1290.784
"Gambia, The",Sub-Saharan Africa,Low income,1995,198.018
Guinea-Bissau,Sub-Saharan Africa,Low income,1995,183.35
Equatorial Guinea,Sub-Saharan Africa,Upper middle income,1995,128.345
Greece,Europe & Central Asia,High income,1995,78781.828
Grenada,Latin America & Caribbean,Upper middle income,1995,150.347
